runtime,budget_in_USD,imdbVotes,IMDBscore,TomatoesScore,Metascore,Domestic_box_office,Theater_num,movie_2_before,movie_1_before,movie_0_before,Actor_2_before,Actor_1_before,Actor_0_before
115,,10675,0.8,1.0,0.89,167047,13.0,0,0,0,21.25,19.75,17.5
88,15000000,10338,0.55,0.15,0.34,149530,11.0,3,5,6,19.5,15.5,18.5
87,20000000,29441,0.4,0.0,0.24,26890041,2240.0,45,100,92,34.75,23.0,59.0
114,25000000,10254,0.67,0.85,0.73,1190003,134.0,79,69,56,34.75,23.25,31.5
90,60000000,35982,0.5,0.2,0.43,11803254,3011.0,18,63,100,10.5,34.25,18.5
112,25000000,19012,0.65,0.65,0.61,10915744,1305.0,15,59,78,24.25,21.25,22.0
85,6000000,8044,0.47,0.0,0.16,36497,68.0,2,4,9,5.0,28.5,13.75
93,1500000,26786,0.66,0.84,0.54,3865,1.0,30,38,50,0.0,0.0,0.0
90,1500000,52042,0.8,0.96,0.91,2283849,208.0,0,0,14,0.0,0.0,0.0
94,,4410,0.68,0.65,0.54,2026756,165.0,64,45,100,0.0,0.0,0.0
94,23000000,3536,0.53,0.41,0.52,11511323,2089.0,10,63,100,17.0,38.0,9.5
126,,13622,0.74,0.84,0.67,711421,34.0,10,40,53,0.0,0.0,0.0
112,2828250,8198,0.66,0.24,0.41,481586,15.0,41,100,79,9.25,26.25,31.0
98,9575400,27738,0.62,0.48,0.47,102458,12.0,12,13,16,12.25,11.25,6.25
95,10000000,22986,0.52,0.15,0.3,7570127,1977.0,21,82,80,18.25,42.75,23.75
87,20000000,19968,0.53,0.02,0.12,6575282,1211.0,44,100,76,19.0,43.25,38.0
99,1144530,10189,0.52,0.52,0.43,19367,4.0,35,100,77,0.0,0.0,0.0
120,8000000,11901,0.65,0.21,0.34,36884,5.0,9,17,19,35.0,19.0,33.75
88,,3220,0.56,0.15,0.31,21886,7.0,6,7,9,0.0,0.0,0.0
94,7000000,11738,0.46,0.05,0.15,4694491,2124.0,64,89,89,6.5,4.75,18.0
110,,16399,0.7,0.74,,14845,7.0,31,29,38,0.0,0.0,0.0
104,22000000,19163,0.58,0.21,0.41,20668843,2470.0,23,72,100,7.0,20.25,24.5
99,45000000,52772,0.54,0.08,0.24,15298133,2654.0,33,77,100,13.75,60.25,37.0
82,5000000,8823,0.39,0.03,0.28,13442412,2652.0,19,29,100,7.25,25.5,48.0
83,,14557,0.43,0.12,0.36,45610425,2706.0,27,82,100,8.5,21.5,8.0
111,25000000,24926,0.52,0.18,,6820,2.0,13,15,16,19.25,3.75,7.0
101,10000000,5261,0.66,0.8,0.63,17657973,1849.0,16,17,14,44.0,43.5,44.0
96,,8929,0.44,,0.41,37931869,2213.0,16,52,100,58.0,52.75,66.25
99,7000000,19768,0.68,0.68,0.69,2344847,1379.0,19,35,28,27.5,23.0,29.75
96,10000000,8013,0.59,0.2,,1260,2.0,0,5,2,4.5,7.5,5.25
95,,19889,0.6,0.43,,18643,5.0,3,2,3,0.5,0.75,1.0
80,200000,14607,0.71,0.85,0.8,865695,40.0,60,31,52,11.0,10.75,10.5
104,6787800,2532,0.46,0.08,0.33,1503,3.0,60,59,35,6.75,6.75,5.75
167,3169100,40039,0.72,0.78,,2074346,102.0,15,78,100,10.25,15.5,24.25
121,,12857,0.76,0.96,0.84,308040,41.0,4,7,15,0.0,0.0,0.0
106,20363400,11025,0.64,0.2,,40789,19.0,8,5,5,0.0,0.0,0.0
88,1200000,3543,0.61,,,6534,1.0,47,64,73,0.0,11.5,0.0
109,,17244,0.74,0.77,0.73,41343,3.0,0,15,30,0.0,0.0,0.0
130,40000000,18577,0.73,0.61,0.58,9793406,2810.0,25,43,53,46.0,39.5,36.75
97,1000000,23485,0.72,0.88,0.82,2511476,96.0,14,19,18,0.0,25.25,30.25
119,20000000,15769,0.7,0.6,0.57,4442377,1098.0,73,100,47,10.5,15.5,7.0
109,,11348,0.68,0.38,,1020,2.0,36,27,23,3.5,6.0,6.5
145,5000000,12640,0.65,0.87,,1235028,74.0,35,100,97,22.0,41.0,52.75
112,,9783,0.72,0.29,0.37,719556,66.0,40,100,73,23.75,34.75,32.25
107,10000000,20942,0.57,0.3,0.37,580862,33.0,79,76,54,24.0,31.75,27.25
110,6448410,14364,0.73,0.92,0.81,240159,8.0,18,35,87,0.0,0.0,25.0
112,13000000,21111,0.68,0.74,0.66,3577210,142.0,63,91,93,6.75,11.0,11.25
94,,16324,0.59,0.47,0.5,934658,212.0,41,46,49,14.25,22.25,22.5
97,3500000,16125,0.64,0.55,0.31,27349,3.0,5,11,21,0.0,8.5,0.0
93,,19554,0.67,0.71,0.57,14889042,1108.0,50,70,60,41.75,61.25,28.0
71,635850,5757,0.69,0.96,0.77,54526,3.0,5,20,10,11.0,0.0,22.75
111,,6427,0.55,0.52,0.49,37105289,2070.0,22,90,100,33.0,36.75,49.0
110,2300000,4019,0.69,0.54,0.43,11436,1.0,24,9,19,25.0,20.0,4.75
97,5000000,8219,0.73,0.88,0.68,10342,,13,59,46,16.25,1.5,12.25
83,20000000,9108,0.43,0.11,0.2,7013191,1639.0,30,100,73,0.0,0.0,17.0
100,,6239,0.42,0.33,0.45,41975388,2016.0,22,68,100,28.0,49.0,48.5
81,37000000,10067,0.45,0.33,0.36,30105968,2538.0,23,54,100,16.0,13.0,6.25
90,,12931,0.65,0.72,0.63,750587,76.0,33,35,22,12.25,9.0,11.75
130,,2387,0.7,0.68,0.6,501360,24.0,19,81,76,25.0,0.0,25.0
86,,13319,0.65,0.49,0.46,206678,30.0,8,9,15,18.75,9.5,13.75
114,,4403,0.72,0.92,0.82,1081922,51.0,77,69,82,24.5,0.0,0.0
93,2500000,9674,0.7,0.7,0.61,90380162,3349.0,64,64,62,5.75,0.0,14.0
92,15000000,6441,0.62,0.32,0.4,31631,8.0,59,65,63,11.5,10.5,6.0
97,3000000,950,0.5,0.47,0.39,23412,4.0,18,18,43,15.25,26.25,16.0
108,27151200,12578,0.65,0.5,0.4,10352,4.0,0,0,0,11.25,33.5,9.0
97,7500000,5794,0.33,0.04,0.17,4151836,1354.0,36,100,63,5.5,25.0,9.75
100,,9954,0.65,0.45,0.49,12082391,2048.0,22,70,100,5.25,15.75,25.25
86,,1624,0.49,0.0,,666045,91.0,45,100,87,23.75,41.75,18.5
92,9000000,16141,0.64,0.62,0.54,4886216,1597.0,72,100,75,38.75,27.0,25.5
86,6000000,6053,0.48,0.31,0.4,29784,,11,10,8,31.5,15.75,18.5
93,,1887,0.62,0.16,0.31,28044,2.0,3,0,10,8.75,10.0,18.25
86,8000000,17484,0.57,0.53,0.51,406252,81.0,6,8,9,4.25,22.5,21.75
98,2000000,7489,0.52,0.13,,29784,2.0,2,2,1,14.5,12.0,11.5
94,40000000,2696,0.44,0.12,0.27,915840,2160.0,7,30,100,10.0,10.0,39.25
107,,3823,0.61,0.8,0.66,3911,1.0,27,27,40,11.5,0.0,0.0
130,12000000,11125,0.69,0.66,0.68,1010194,34.0,90,89,80,0.0,7.75,15.0
96,6787800,3418,0.68,0.53,,389584,17.0,14,5,0,2.5,0.0,5.0
101,,5311,0.62,0.17,0.4,168972,69.0,8,16,16,25.5,28.0,22.0
80,,1072,0.61,0.85,0.59,5430,1.0,30,43,29,0.0,2.25,1.25
95,,21781,0.62,0.5,0.57,9511289,1119.0,36,94,100,37.25,22.0,23.25
88,2500000,5402,0.46,0.0,0.24,575048,363.0,87,66,64,11.75,63.75,10.75
95,,4963,0.7,0.74,,125380,4.0,27,27,41,23.25,0.75,24.75
88,13000,1826,0.67,0.83,0.63,111551,7.0,44,0,0,0.0,0.0,0.0
106,14000000,5470,0.63,0.35,0.4,115504,91.0,17,17,18,16.5,8.25,17.75
96,,7202,0.72,0.6,0.56,73361,11.0,0,0,17,28.0,22.75,21.5
95,1500000,13409,0.7,0.63,0.64,421307,35.0,16,16,19,21.5,6.5,19.5
95,,2978,0.54,0.12,0.38,80283,20.0,0,0,13,6.5,5.75,11.75
103,,8541,0.69,0.72,0.65,57468,9.0,0,0,0,0.0,0.0,0.0
99,,11847,0.65,0.39,0.44,1835293,527.0,13,66,35,28.75,27.5,47.75
107,2400000,5142,0.57,0.5,,1925,1.0,17,16,13,25.0,0.0,8.0
105,,5170,0.67,0.86,0.75,1502347,64.0,99,73,100,10.0,10.0,0.0
84,,4027,0.6,0.79,0.62,140016,18.0,6,32,12,0.0,0.0,0.0
101,,6233,0.58,0.5,0.45,36689,4.0,60,30,42,33.5,17.75,13.0
90,2000000,3002,0.67,0.59,0.61,52429,12.0,61,41,64,10.0,18.5,22.0
90,4000000,7552,0.55,0.33,0.26,95,1.0,3,0,7,0.0,0.0,0.0
93,,1881,0.7,0.88,0.71,60105,3.0,20,100,58,10.75,0.0,25.0
125,40000000,8934,0.71,0.31,0.49,1031872,43.0,31,31,21,29.0,31.25,37.25
98,,9161,0.6,0.36,0.38,102704,11.0,6,7,7,36.0,38.0,23.0
101,4700000,2984,0.63,0.63,0.64,294244,20.0,18,35,17,7.0,0.0,6.75
110,5000000,2471,0.66,0.64,0.55,347977,33.0,60,22,51,8.75,12.75,8.5
120,2500000,8016,0.76,0.94,0.8,278356,10.0,4,6,4,0.0,0.0,0.0
93,500000,842,0.64,0.56,0.31,9890,1.0,33,42,43,4.0,17.25,0.5
94,6000000,4330,0.61,,,3849,10.0,41,38,38,13.25,24.0,43.75
106,,7700,0.67,0.73,0.67,1827660,219.0,66,60,56,45.75,32.5,11.75
88,3400000,3903,0.54,0.36,0.39,12636,1.0,19,15,17,24.75,14.0,21.0
119,10000000,5013,0.66,0.83,0.71,69705,9.0,56,99,70,3.25,5.25,5.0
144,6000000,5379,0.71,0.74,0.62,2710,5.0,21,22,25,20.75,18.25,26.0
96,,3134,0.56,0.4,0.51,57297,13.0,20,40,39,18.5,22.0,14.75
84,4450950,2329,0.56,0.24,0.26,22406,10.0,0,13,0,25.0,19.0,18.75
107,,3002,0.69,0.86,0.62,203305,16.0,70,65,65,28.5,7.75,15.75
112,,1438,0.71,0.9,0.75,30799,2.0,22,32,53,0.0,0.0,0.0
90,,2880,0.63,0.4,,1779620,380.0,6,14,12,14.75,12.25,20.0
87,,2206,0.64,0.25,,49494,3.0,53,37,29,0.0,0.0,0.0
152,2592900,9113,0.62,0.63,,702166,71.0,24,76,100,32.5,57.75,48.5
85,15000000,2357,0.57,0.41,0.49,12981269,1340.0,0,0,0,5.5,42.0,37.0
82,,2122,0.62,0.6,0.55,11864,4.0,17,13,17,14.75,33.25,30.5
114,1200000,1384,0.6,,,6305,2.0,0,0,0,0.0,0.0,0.0
92,5000000,1963,0.72,0.71,0.57,127564,17.0,27,27,0,23.5,14.0,9.5
98,,3466,0.61,0.52,0.5,7503736,1671.0,11,67,100,9.25,6.25,6.5
80,2000000,3926,0.57,0.7,0.57,53760,11.0,1,4,8,11.75,13.5,12.25
150,,6713,0.63,,,449776,64.0,12,76,100,28.75,4.5,42.0
90,3500000,1806,0.55,0.31,0.1,13229,3.0,23,29,43,33.25,36.25,23.75
125,,6681,0.68,0.43,,1009065,70.0,14,100,88,14.5,39.5,14.75
93,4000000,756,0.6,0.12,0.29,12686,2.0,13,33,44,26.75,14.25,3.25
85,750000,10081,0.61,0.72,0.62,7066,2.0,3,0,3,5.0,2.5,12.5
82,,4162,0.76,1.0,0.93,29410,1.0,0,74,0,0.0,0.0,0.0
163,,1457,0.52,,,113576,55.0,14,67,100,34.5,33.5,55.5
97,2000000,2331,0.4,,,2804,1.0,27,28,0,17.0,25.0,18.5
135,,2084,0.46,,,30718107,2418.0,20,100,70,15.25,50.5,41.5
152,,3130,0.36,,,121432,69.0,23,100,97,29.25,20.5,31.0
91,,5378,0.74,0.93,0.89,871445,33.0,100,87,45,5.0,5.0,7.5
156,,2202,0.6,0.6,,1028191,89.0,16,67,100,14.5,30.0,26.75
85,5000000,4221,0.54,0.03,0.35,61626,51.0,53,49,43,34.0,9.25,9.25
96,900000,1206,0.7,,,1355079,13.0,39,94,96,20.75,16.25,0.0
72,,1669,0.73,0.85,0.68,81680,11.0,42,48,73,0.0,0.0,0.0
100,,4218,0.6,,,46488,43.0,17,42,0,3.75,19.25,14.5
100,,622,0.67,0.94,0.65,31160,4.0,36,36,0,0.0,0.0,25.0
90,2500000,6150,0.59,0.7,0.59,80136,18.0,2,6,4,0.0,0.0,0.0
135,,6234,0.5,0.0,,313102,54.0,11,25,100,14.0,24.0,7.5
100,2432295,2915,0.71,0.96,0.88,158741,4.0,38,27,77,0.0,0.0,0.0
103,,2274,0.7,0.75,0.56,554434,61.0,10,63,68,17.0,2.75,20.5
153,70000000,1113667,0.83,0.88,0.69,120774594,3358.0,24,87,100,18.0,59.5,88.0
162,237000000,1038709,0.78,0.82,0.83,760507625,3461.0,24,64,100,22.75,52.5,80.5
162,130000000,453498,0.76,0.64,0.56,107509799,3611.0,31,93,100,23.5,73.0,90.5
100,35000000,667429,0.77,0.78,0.73,277322503,3545.0,12,41,100,13.25,54.25,100.0
88,23600000,455922,0.76,0.9,0.73,75590286,3171.0,22,68,100,16.75,38.0,58.25
115,200000000,320418,0.66,0.33,0.49,125322469,3602.0,36,100,96,11.75,48.25,48.25
127,150000000,555069,0.8,0.94,0.82,257730019,4053.0,38,100,97,23.5,63.75,98.25
107,150000000,434809,0.66,0.37,0.4,179883157,4102.0,42,100,97,33.5,68.75,82.0
153,250000000,417469,0.76,0.84,0.78,302089278,4393.0,44,100,67,28.0,59.5,31.25
96,175000000,842862,0.82,0.98,0.88,293004164,3886.0,49,77,100,22.0,28.5,76.0
112,30000000,602571,0.79,0.9,0.81,115646235,3180.0,19,67,100,4.5,36.5,74.5
97,19000000,88937,0.56,0.25,0.34,65002019,3105.0,29,100,67,35.0,83.0,100.0
138,150000000,251902,0.67,0.37,0.48,133375846,3527.0,46,100,81,22.0,58.25,56.0
113,70000000,94261,0.55,0.1,0.23,109205660,3074.0,15,55,100,23.25,46.25,44.75
135,65000000,145316,0.67,0.32,0.42,44114232,2638.0,96,100,86,39.25,52.0,54.25
96,38000000,189799,0.64,0.14,0.28,88915214,2975.0,25,65,100,27.75,42.5,73.25
102,16000000,105915,0.52,0.44,0.47,16204793,2738.0,42,81,100,26.25,21.5,13.5
129,29000000,266052,0.77,0.66,0.53,255959475,3407.0,17,36,76,35.25,44.25,60.0
118,175000000,190751,0.58,0.34,0.32,150201498,4007.0,18,44,100,16.5,51.75,64.0
129,40000000,149342,0.64,0.4,0.47,93953653,3175.0,29,81,100,0.0,0.0,0.0
158,200000000,326562,0.58,0.39,0.49,166112167,3444.0,29,83,100,28.25,43.0,55.0
109,50000000,251291,0.74,0.26,0.34,73357727,2890.0,20,83,98,22.5,47.0,58.5
104,30000000,87308,0.57,0.75,0.66,17010170,2450.0,29,95,100,9.25,65.75,27.0
108,40000000,270892,0.67,0.44,0.48,163958031,3158.0,37,78,100,25.75,54.5,37.5
108,11000000,106115,0.66,0.52,0.49,404122,19.0,12,100,67,9.0,29.0,33.33333333
170,7922750,297857,0.84,1.0,0.67,6533849,156.0,9,60,100,31.0,30.25,66.0
95,7500000,439998,0.77,0.85,0.76,32425665,1048.0,91,100,89,9.0,23.0,20.25
97,105000000,108712,0.71,0.85,0.73,104400899,3475.0,44,78,100,38.0,70.0,91.0
123,,174815,0.7,0.55,0.42,41596251,2750.0,26,82,100,14.5,32.5,47.5
150,200000000,363933,0.6,0.19,0.35,402111870,4293.0,34,100,71,28.0,91.0,98.75
109,26000000,71035,0.62,0.21,0.25,13261851,2212.0,38,100,87,18.5,22.25,19.5
109,25000000,300413,0.74,0.91,0.83,83823381,2218.0,38,50,69,37.25,28.5,55.25
107,85000000,241907,0.66,0.29,0.46,155064265,3674.0,25,73,100,29.0,86.25,92.5
161,16000000,61080,0.73,0.71,0.69,337997,13.0,14,40,29,0.0,0.0,30.0
88,16000000,46656,0.48,0.1,0.3,42670410,2359.0,46,100,74,36.0,37.25,41.0
100,60000000,177159,0.77,0.9,0.8,75286229,2320.0,29,88,100,36.5,30.0,34.5
105,20000000,35054,0.66,0.38,0.6,754301,252.0,64,100,76,31.25,33.0,28.0
152,13000000,197298,0.78,0.86,0.76,102515793,2950.0,13,12,11,9.0,2.25,12.5
130,50000000,247908,0.47,0.28,0.44,296623634,4124.0,23,88,100,36.25,70.75,56.25
106,7000000,121080,0.71,0.89,0.79,9228788,262.0,40,37,36,35.0,18.75,13.5
97,5000000,310992,0.79,0.9,0.67,5010163,251.0,18,17,18,24.5,16.75,22.0
98,14000000,63775,0.65,0.62,0.63,15515460,2159.0,24,85,100,46.0,37.25,23.25
102,100000000,60491,0.54,0.26,0.32,49438370,3534.0,68,100,90,30.0,56.75,50.0
140,100000000,260535,0.7,0.68,0.7,97104620,3336.0,32,100,82,52.25,41.0,30.5
123,30000000,138518,0.68,0.64,0.65,7689607,607.0,84,87,75,19.25,4.75,2.75
111,25000000,206418,0.73,0.73,0.64,92476,50.0,57,44,49,25.25,28.5,16.25
141,47000000,196202,0.78,0.67,0.63,3622,4.0,42,49,50,25.25,21.5,25.5
97,60000000,85734,0.49,0.15,0.34,43337279,3024.0,35,100,94,37.5,39.5,36.75
102,20000000,166391,0.64,0.56,0.48,64167069,3255.0,51,100,96,24.5,27.0,46.25
86,18000000,57283,0.58,0.51,0.54,24007324,2727.0,25,100,95,36.25,90.25,37.75
82,40000000,88510,0.52,0.28,0.3,66477700,3121.0,37,75,100,61.0,70.5,93.5
90,,12230,0.65,0.35,0.4,41430,11.0,16,13,4,5.75,5.5,5.75
105,26000000,102678,0.71,0.63,0.58,656688,164.0,59,70,67,30.25,57.5,28.75
105,150000000,160766,0.6,0.45,0.42,177243721,4101.0,18,37,100,17.75,43.0,65.75
90,100000000,185808,0.7,0.86,0.66,124870275,3119.0,34,82,100,27.75,28.5,27.25
111,38000000,100530,0.61,0.23,0.36,31811527,2313.0,41,78,100,32.75,26.0,24.0
87,40000000,175583,0.79,0.92,0.83,21002919,2034.0,41,100,57,25.75,37.75,32.0
146,75000000,108753,0.63,0.69,0.6,51855045,3008.0,17,26,62,24.75,50.75,66.25
108,33000000,136587,0.68,0.28,0.28,10330853,2506.0,21,64,100,21.75,32.75,36.25
105,35000000,53622,0.73,0.77,0.64,11001272,476.0,98,87,61,34.75,14.0,27.0
121,50000000,208209,0.62,0.33,0.41,79957634,3337.0,12,45,100,23.25,42.25,55.25
110,15000000,78968,0.66,0.41,0.42,32752215,2402.0,49,100,88,14.5,48.5,60.25
102,18000000,31794,0.53,0.13,0.32,14800725,1872.0,26,96,100,43.25,73.25,52.5
118,40000000,96054,0.7,0.76,0.66,94125426,2528.0,41,97,100,27.0,27.5,42.5
100,37500000,77676,0.58,0.27,0.34,55250026,3175.0,30,81,100,22.75,36.75,22.75
85,30000000,65707,0.26,0.15,0.45,9362785,2181.0,62,100,87,22.5,50.5,57.75
95,50000000,124640,0.58,0.3,0.27,20534907,2502.0,23,68,100,36.0,53.25,33.75
99,7000000,99041,0.76,0.85,0.77,9176000,354.0,45,88,74,33.75,45.0,12.25
107,,145988,0.68,0.88,0.76,16044025,1876.0,35,84,100,26.75,23.5,6.0
99,40000000,64532,0.64,0.25,0.34,38122883,2503.0,31,100,98,11.75,34.5,14.75
99,15000000,37468,0.48,0.06,0.17,33862903,2265.0,28,73,100,17.0,22.75,20.25
97,,36336,0.59,0.21,0.43,250617,103.0,13,11,9,22.25,21.25,10.75
93,5086800,51658,0.61,0.71,0.61,30638,2.0,9,7,17,3.25,6.25,23.5
105,40000000,185149,0.7,0.83,0.7,72013010,2829.0,15,55,100,46.5,46.25,65.25
120,85000000,80166,0.66,0.58,0.57,112735375,2955.0,20,50,81,33.75,47.5,55.25
100,7500000,122916,0.73,0.95,0.85,12574914,761.0,26,91,59,17.0,38.5,41.25
96,14000000,64871,0.63,0.51,0.48,3075255,350.0,50,85,85,33.0,25.5,36.5
118,80000000,40760,0.58,0.4,0.49,19676965,1412.0,72,70,100,18.0,16.5,12.25
81,42000000,133925,0.58,0.67,0.54,60054530,2759.0,30,92,100,13.5,50.0,73.75
132,17000000,57910,0.67,0.44,0.43,27163593,1939.0,12,47,100,35.75,42.0,35.0
96,10000000,36802,0.65,0.62,0.55,1475746,217.0,42,33,37,22.75,17.0,21.25
94,175000000,135010,0.65,0.73,0.56,198351526,4136.0,25,78,100,38.5,54.25,70.0
101,15000000,50823,0.55,0.6,0.51,51545952,2534.0,38,100,79,21.5,86.0,89.25
98,20000000,116473,0.65,0.67,0.57,30101577,2523.0,35,93,100,0.0,0.0,0.0
79,30000000,125555,0.71,0.57,0.6,31749894,2060.0,49,77,54,10.75,21.0,14.75
98,10000000,69844,0.59,0.18,0.34,26218170,2530.0,44,89,100,28.75,21.75,13.0
111,15000000,61051,0.69,0.84,0.68,13077184,1738.0,28,78,100,0.0,25.0,0.0
103,58000000,34736,0.48,0.12,0.27,29580087,2718.0,27,27,0,25.25,31.5,63.25
87,,71361,0.64,0.31,0.43,28596818,2344.0,26,36,84,26.25,23.75,51.0
134,60000000,140499,0.73,0.76,0.74,37491364,2170.0,26,54,55,12.25,14.0,10.75
107,39000000,132528,0.71,0.39,0.47,63414846,2988.0,48,100,69,25.0,38.25,44.75
77,1700000,15113,0.55,0.66,0.66,695840,48.0,28,28,29,3.5,27.25,6.5
90,6000000,52415,0.64,0.29,0.29,7712114,1325.0,19,45,100,0.0,10.25,0.0
88,35000000,34438,0.54,0.05,0.19,49492060,3425.0,29,100,67,21.0,23.5,20.5
108,20000000,26959,0.49,0.19,0.25,68261644,2634.0,27,87,100,14.5,24.5,19.75
89,80000000,163010,0.63,0.37,0.45,38577772,2992.0,26,92,100,25.0,31.75,45.75
90,3900000,54122,0.66,0.31,0.45,687609,46.0,63,66,46,16.75,14.5,12.0
127,,126760,0.71,0.84,0.64,37017955,2807.0,19,70,100,20.25,29.0,21.75
96,3000000,3012,0.58,0.16,0.4,5073,5.0,50,100,25,5.75,25.25,15.25
106,100000000,172867,0.64,0.51,0.55,65452312,3077.0,44,84,100,29.75,56.5,33.0
101,100000000,96325,0.68,0.73,0.71,77233467,3735.0,43,100,79,8.5,12.75,50.0
98,65000000,50934,0.57,0.42,0.52,67172595,3268.0,17,43,100,41.75,73.75,36.25
108,22000000,59973,0.65,0.8,0.66,33316821,2505.0,0,0,0,11.75,24.75,33.5
109,40000000,40414,0.59,0.38,0.43,14046595,2754.0,11,20,59,25.25,40.5,65.75
117,60000000,48622,0.67,0.57,0.61,31853584,2090.0,35,100,100,37.25,19.25,29.5
88,150000000,39016,0.51,0.22,0.41,119436770,3697.0,28,83,100,26.75,23.25,20.5
94,90000000,202971,0.7,0.46,0.5,196573705,4102.0,48,100,91,0.0,0.0,0.0
100,18500000,107156,0.64,0.56,0.58,18451251,1743.0,16,48,73,18.25,12.0,26.75
91,26000000,95029,0.52,0.32,0.39,146336178,3206.0,19,69,100,23.0,30.5,62.5
101,12500000,26994,0.52,0.24,0.24,11965282,2665.0,42,100,83,24.75,25.0,0.0
112,7000000,79066,0.73,0.9,0.83,39471742,1361.0,24,33,27,6.25,14.0,4.5
109,30000000,84624,0.74,0.48,0.51,49200230,2606.0,34,64,100,24.0,40.5,39.75
104,,70592,0.59,0.25,0.38,44277350,2534.0,38,73,100,44.25,79.0,49.75
127,70000000,61396,0.72,0.53,0.55,619423,17.0,27,76,100,15.5,20.0,4.25
88,75000000,39121,0.45,0.2,0.41,219614612,3747.0,28,98,100,25.25,39.75,51.75
93,15000000,66946,0.72,0.49,0.45,5306706,353.0,73,100,90,16.5,42.25,16.75
84,,39704,0.6,0.66,,120866,100.0,25,21,13,9.0,7.5,8.5
122,20000000,37969,0.67,0.51,0.6,36843682,1641.0,19,77,100,10.0,33.0,17.5
84,2900000,42853,0.74,0.83,0.65,242578,70.0,32,38,31,0.0,0.0,0.0
101,20000000,28029,0.56,0.11,0.33,29062561,2734.0,32,100,94,36.75,58.0,42.25
98,,32698,0.71,0.8,0.67,1445366,215.0,59,61,46,5.75,37.25,7.25
90,20000000,40497,0.62,0.25,0.31,17231291,1811.0,0,0,0,33.0,59.0,29.5
123,3000000,54779,0.73,0.91,0.81,374675,15.0,20,39,35,1.75,1.0,15.0
107,55000000,12292,0.56,0.41,0.54,16222392,3011.0,20,65,100,19.75,45.0,14.75
103,7000000,21089,0.71,0.85,0.77,9176933,570.0,61,96,100,27.0,34.75,27.25
99,,1235,0.52,0.25,0.24,1808,1.0,0,0,0,0.0,0.0,0.0
94,25000000,120994,0.62,0.51,0.54,32428195,2453.0,51,100,76,30.0,28.0,21.5
99,21000000,56070,0.71,0.47,0.47,9208876,2141.0,7,22,22,25.25,28.25,33.25
118,50000000,86846,0.65,0.58,0.52,25450527,2364.0,25,74,100,35.25,31.0,46.25
115,30000000,84713,0.56,0.44,0.47,15051977,2635.0,52,100,90,18.5,33.25,26.5
100,35000000,19649,0.54,0.46,0.51,73178547,3271.0,29,66,100,12.25,25.75,10.5
92,10000000,56286,0.59,0.17,0.33,55389516,2732.0,54,100,85,17.75,57.5,92.75
90,11000000,93043,0.6,0.39,0.3,27693292,3036.0,28,100,96,29.5,28.75,38.75
92,8000000,42680,0.62,0.62,0.61,10823158,1614.0,27,91,100,26.25,33.5,23.5
106,779107,50717,0.75,0.94,0.83,2388804,92.0,52,56,37,23.75,20.5,12.25
103,7300000,80674,0.72,0.63,0.55,1818681,67.0,28,31,31,15.5,21.25,12.0
116,,18061,0.63,0.43,0.41,426688,27.0,16,26,19,21.0,0.0,0.0
89,10000000,19477,0.58,0.27,0.39,15122676,1849.0,6,24,36,43.0,44.75,28.5
95,900000,36469,0.64,0.87,0.73,101215,7.0,57,53,38,19.25,1.5,21.5
98,,12283,0.64,0.69,0.49,337356,26.0,16,21,25,24.5,26.0,26.25
98,13000000,87028,0.66,0.71,0.65,2037459,100.0,40,31,33,25.75,18.5,37.25
122,25000000,70880,0.66,0.85,0.69,1702112,96.0,100,32,28,23.75,33.75,24.5
98,17000000,49649,0.71,0.68,0.58,9451946,506.0,100,93,84,46.75,34.75,22.25
91,70000000,47272,0.61,0.22,0.39,42194060,3035.0,23,58,100,14.0,19.75,20.25
113,6500000,32440,0.71,0.89,0.77,67816,3.0,24,26,20,37.75,14.75,14.75
109,,12983,0.45,0.29,0.19,17365,3.0,4,9,4,21.75,2.0,1.25
99,,35378,0.69,0.89,0.69,221805,30.0,6,7,7,4.25,21.5,9.5
90,18000000,70258,0.65,0.66,0.63,15285588,1873.0,41,100,96,48.0,59.25,45.5
88,,7745,0.6,0.6,0.54,1274062,96.0,36,21,24,13.75,22.5,3.25
104,4500000,34503,0.59,,0.36,108596,41.0,67,66,39,34.75,22.5,26.75
98,10000000,37938,0.76,0.92,0.81,449865,45.0,48,100,59,0.0,20.0,0.0
104,,17952,0.67,0.43,0.54,29683,6.0,17,20,25,13.75,18.25,21.5
104,6000000,29237,0.74,0.81,0.66,6671283,269.0,51,54,82,24.75,21.75,22.5
92,,5643,0.57,0.29,0.43,18521,3.0,35,53,17,5.25,12.0,18.25
97,8000000,20172,0.56,0.28,0.29,16734283,1941.0,29,39,100,37.75,30.75,71.5
95,17000000,17161,0.59,0.09,0.34,8677425,1165.0,29,65,94,14.75,31.5,39.0
94,65000000,30438,0.63,0.5,0.53,19551067,3020.0,51,93,100,9.75,17.0,19.25
101,35000000,35506,0.55,0.07,,10275638,2745.0,17,91,73,23.5,33.0,26.5
119,8500000,23932,0.7,0.82,0.81,4444637,317.0,77,75,75,28.75,13.75,27.0
120,30000000,27123,0.67,0.48,0.55,7460204,1395.0,30,79,100,12.0,13.5,38.75
89,10000000,10285,0.62,0.19,0.28,115155,18.0,17,17,26,1.75,19.5,22.25
105,,18204,0.58,0.0,0.26,796716,400.0,5,10,17,39.5,40.5,19.25
